Imageassets/?unstable_path=.%2Fassets%2Fmlb.png&platform=ios&hash=fad93dcd54804a8d897853979bb35527	http://192.168.2.150:8081/assets/?unstable_path=.%2Fassets%2Fmlb.png&platform=ios&hash=fad93dcd54804a8d897853979bb35527	200	png	Other	73.6 kB	27 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	227 ms
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	105 ms
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	0 ms
score?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/score?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	83 ms
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	78 ms
score?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/score?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	159 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	0 ms
Imagedet.png	https://a.espncdn.com/i/teamlogos/nfl/500-dark/det.png	200	png	Other	57.5 kB	1 ms
Imagebal.png	https://a.espncdn.com/i/teamlogos/nfl/500-dark/bal.png	200	png	Other	56.0 kB	4 ms
summary?event=746453	https://site.api.espn.com/apis/site/v2/sports/soccer/fra.1/summary?event=746453	200	json;charset=UTF-8	Other	367 kB	218 ms
Imageassets/?unstable_path=.%2Fassets%2Fsoccer.png&platform=ios&hash=5c11911e64877c423870fb3d37836444	http://192.168.2.150:8081/assets/?unstable_path=.%2Fassets%2Fsoccer.png&platform=ios&hash=5c11911e64877c423870fb3d37836444	200	png	Other	26.5 kB	19 ms
Imageassets/?unstable_path=.%2Fassets%2Fsoccer.png&platform=ios&hash=5c11911e64877c423870fb3d37836444	http://192.168.2.150:8081/assets/?unstable_path=.%2Fassets%2Fsoccer.png&platform=ios&hash=5c11911e64877c423870fb3d37836444	200	png	Other	26.5 kB	20 ms
Image176.png	https://a.espncdn.com/i/teamlogos/soccer/500-dark/176.png	200	png	Other	15.9 kB	0 ms
Image160.png	https://a.espncdn.com/i/teamlogos/soccer/500-dark/160.png	200	png	Other	59.2 kB	3 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	96 ms
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	1 ms
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	105 ms
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	104 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	455 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	118 ms
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	1 ms
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	2 ms
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	2 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	2 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	79 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	481 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	157 ms
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	258 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	223 ms
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	213 ms
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	212 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	74 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	456 ms
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	1 ms
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	1 ms
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	1 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	2 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	210 ms
summary?event=401772812	https://site.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401772812	200	json;charset=UTF-8	Other	127 kB	1.51 s
746453?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453?lang=en&region=us	200	json;charset=utf-8	Other	8.1 kB	1.22 s
176?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/176?lang=en&region=us	200	json;charset=utf-8	Other	3.8 kB	2 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/176/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	2.12 s
160?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/seasons/2025/teams/160?lang=en&region=us	200	json;charset=utf-8	Other	4.0 kB	2 ms
38?lang=en&region=us	http://sports.core.api.espn.com/v2/sports/soccer/leagues/fra.1/events/746453/competitions/746453/competitors/160/scores/38?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	2.12 s
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	870 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	871 ms
drives?lang=en&region=us	https://sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401772812/competitions/401772812/drives?lang=en&region=us	200	json;charset=utf-8	Other	0.2 kB	69 ms
